CENGAL,17787
PANGKALAN LAMPAM,17799
MESUJI MAKMUR,17817
MESUJI RAYA,17838
LEMPUING JAYA,17856
TELUK GELAM,17872
PEDAMARAN TIMUR,17887
TANJUNG AGUNG,17896
MUARA ENIM,17923
RAMBANG DANGKU,17940
GUNUNG MEGANG,17967
TALANG UBI,17991
GELUMBANG,18012
LAWANG KIDUL,18036
PANTON REU,1804
SEMENDE DARAT LAUT,18044
SEMENDE DARAT TENGAH,18055
SEMENDE DARAT ULU,18068
UJAN MAS,18079
TANAH ABANG,18088
PENUKAL,18106
LUBAI,18120
RAMBANG,18142
SUNGAI ROTAN,18156
LEMBAK,18176
PENUKAL UTARA,18197
BAKONGAN TIMUR,182
BENAKAT,18211
ABAB,18218
KELEKAR,18227
MUARA BELIDA,18235
TANJUNGSAKTI PUMU,18245
LHOONG,1825
JARAI,18260
KOTA AGUNG,18282
PULAUPINANG,18305
MERAPI BARAT,18320
LAHAT,18340
PAJAR BULAN,18376
MULAK ULU,18407
KIKIM SELATAN,18434
KIKIM TIMUR,18453
KIKIM TENGAH,18486
KIKIM BARAT,18496
PSEKSU,18516
GUMAY TALANG,18528
LHOKNGA,1854
PAGAR GUNUNG,18544
MERAPI TIMUR,18565
TANJUNG SAKTI PUMI,18580
GUMAY ULU,18599
MERAPI SELATAN,18610
TANJUNGTEBAT,18620
MUARAPAYANG,18635
TUGUMULYO,18644
MUARA LAKITAN,18662
MUARA KELINGI,18683
RAWAS ILIR,18704
RAWAS ULU,18716
ULU RAWAS,18733
RUPIT,18741
JAYALOKA,18759
MUARA BELITI,18772
STL ULU TERAWAS,18785
SELANGIT,18799
MEGANG SAKTI,18812
INDRAPURI,1883
PURWODADI,18833
BTS. ULU,18845
KARANG JAYA,18865
NIBUNG,18880
KARANG DAPO,18892
TIANG PUMPUNG KEPUNGUT,18902
SUMBER HARTA,18912
TUAH NEGERI,18922
SUKA KARYA,18934
SEKAYU,18943
LAIS,18958
SUNGAI KERUH,18972
BATANG HARI LEKO,18992
KLUET TENGAH,190
SANGA DESA,19009
BABAT TOMAN,19027
SUNGAI LILIN,19055
KELUANG,19081
BAYUNG LENCIR,19095
PLAKAT TINGGI,19130
LALAN,19145
